"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,timestamp
China,"81,054",,"3,261",,"72,440","5,353","1,845",56,20200323000005
Italy,"59,138","+5,560","5,476",+651,"7,024","46,638","3,000",978,20200323000005
USA,"32,783","+8,576",416,+114,178,"32,189",795,99,20200323000005
Spain,"28,603","+3,107","1,756",+375,"2,125","24,722","1,785",612,20200323000005
Germany,"24,873","+2,509",94,+10,266,"24,513",23,297,20200323000005
Iran,"21,638","+1,028","1,685",+129,"7,635","12,318",,258,20200323000005
France,"16,018","+1,559",674,+112,"2,200","13,144","1,746",245,20200323000005
S. Korea,"8,897",+98,104,+2,"2,909","5,884",59,174,20200323000005
Switzerland,"7,474",+611,98,+18,131,"7,245",141,864,20200323000005
UK,"5,683",+665,281,+48,93,"5,309",20,84,20200323000005
Netherlands,"4,204",+573,179,+43,2,"4,023",354,245,20200323000005
Austria,"3,580",+588,16,+8,9,"3,555",15,397,20200323000005
Belgium,"3,401",+586,75,+8,263,"3,063",288,293,20200323000005
Norway,"2,263",+99,7,,6,"2,250",28,417,20200323000005
Sweden,"1,931",+161,21,+1,16,"1,894",68,191,20200323000005
Portugal,"1,600",+320,14,+2,5,"1,581",26,157,20200323000005
Brazil,"1,546",+368,25,+7,2,"1,519",18,7,20200323000005
Canada,"1,470",+142,20,+1,14,"1,436",1,39,20200323000005
Denmark,"1,395",+69,13,,1,"1,381",42,241,20200323000005
Australia,"1,353",+281,7,,88,"1,258",2,53,20200323000005
Malaysia,"1,306",+123,10,+2,139,"1,157",26,40,20200323000005
Turkey,"1,236",+289,30,+9,,"1,206",,15,20200323000005
Czechia,"1,120",+125,1,+1,6,"1,113",19,105,20200323000005
Japan,"1,086",+32,36,,235,815,57,9,20200323000005
Israel,"1,071",+188,1,,37,"1,033",18,124,20200323000005
Ireland,906,+121,4,+1,5,897,29,183,20200323000005
Luxembourg,798,+128,8,,6,784,3,"1,275",20200323000005
Ecuador,789,+257,14,+7,3,772,2,45,20200323000005
Pakistan,776,+131,4,+1,13,759,,4,20200323000005
Diamond Princess,712,,8,,567,137,15,,20200323000005
Poland,634,+98,7,+2,13,614,3,17,20200323000005
Chile,632,+95,1,,8,623,7,33,20200323000005
Finland,626,+103,1,,10,615,12,113,20200323000005
Greece,624,+94,15,+2,19,590,18,60,20200323000005
Thailand,599,+188,1,,44,554,7,9,20200323000005
Iceland,568,+95,1,,5,562,1,"1,665",20200323000005
Indonesia,514,+64,48,+10,29,437,,2,20200323000005
Saudi Arabia,511,+119,,,17,494,,15,20200323000005
Qatar,494,+13,,,33,461,6,171,20200323000005
Singapore,455,+23,2,,144,309,14,78,20200323000005
Romania,433,+66,3,+3,64,366,14,23,20200323000005
Slovenia,414,+31,2,+1,,412,12,199,20200323000005
India,396,+64,7,+2,24,365,,0.3,20200323000005
Philippines,380,+73,25,+6,15,340,1,3,20200323000005
Russia,367,+61,1,,16,350,,3,20200323000005
Peru,363,+45,5,,1,357,5,11,20200323000005
Bahrain,334,+24,2,+1,149,183,3,196,20200323000005
Egypt,327,+33,14,+4,56,257,,3,20200323000005
Estonia,326,+20,,,4,322,2,246,20200323000005
Hong Kong,317,+43,4,,100,213,4,42,20200323000005
Panama,313,+68,3,,1,309,7,73,20200323000005
South Africa,274,+34,,,2,272,,5,20200323000005
Argentina,266,+108,4,,27,235,,6,20200323000005
Croatia,254,+48,1,,5,248,5,62,20200323000005
Mexico,251,+48,2,,4,245,1,2,20200323000005
Lebanon,248,+18,4,,8,236,4,36,20200323000005
Iraq,233,+19,20,+3,57,156,,6,20200323000005
Colombia,231,+35,2,+2,3,226,,5,20200323000005
Serbia,222,+51,2,+1,2,218,4,25,20200323000005
Dominican Republic,202,+90,3,,,199,,19,20200323000005
Algeria,201,+62,17,+2,65,119,,5,20200323000005
Armenia,194,+34,,,2,192,6,65,20200323000005
Kuwait,188,+12,,,30,158,5,44,20200323000005
Bulgaria,187,+24,3,,3,181,3,27,20200323000005
Slovakia,185,+7,,,7,178,2,34,20200323000005
San Marino,175,+15,20,,4,151,13,"5,158",20200323000005
Taiwan,169,+16,2,,28,139,,7,20200323000005
Uruguay,158,+48,,,,158,2,45,20200323000005
UAE,153,,2,,38,113,2,15,20200323000005
Lithuania,143,+44,1,,1,141,1,53,20200323000005
Latvia,139,+15,,,1,138,,74,20200323000005
Costa Rica,134,+17,2,,2,130,2,26,20200323000005
Hungary,131,+28,6,+2,16,109,6,14,20200323000005
Bosnia and Herzegovina,126,+33,1,,2,123,1,38,20200323000005
Morocco,115,+19,4,+1,3,108,1,3,20200323000005
North Macedonia,115,+30,1,+1,1,113,1,55,20200323000005
Faeroe Islands,115,+23,,,3,112,,"2,354",20200323000005
Andorra,113,+25,1,+1,1,111,2,"1,462",20200323000005
Vietnam,113,+19,,,17,96,2,1,20200323000005
Jordan,112,+12,,,1,111,,11,20200323000005
New Zealand,102,+50,,,,102,,21,20200323000005
Cyprus,95,+11,1,,3,91,3,79,20200323000005
Moldova,94,+14,1,,1,92,3,23,20200323000005
Malta,90,+17,,,2,88,1,204,20200323000005
Albania,89,+13,2,,2,85,2,31,20200323000005
Brunei,88,+5,,,2,86,2,201,20200323000005
Cambodia,84,+31,,,2,82,,5,20200323000005
Sri Lanka,82,+5,,,3,79,2,4,20200323000005
Belarus,76,,,,15,61,,8,20200323000005
Burkina Faso,75,+11,4,+1,5,66,,4,20200323000005
Tunisia,75,+15,3,+2,1,71,7,6,20200323000005
Ukraine,73,+26,3,,1,69,,2,20200323000005
Venezuela,70,,,,15,55,2,2,20200323000005
Senegal,67,+11,,,5,62,,4,20200323000005
Azerbaijan,65,+12,1,,11,53,,6,20200323000005
Kazakhstan,59,+5,,,,59,,3,20200323000005
Palestine,59,+6,,,17,42,,12,20200323000005
Guadeloupe,56,,1,,,55,4,140,20200323000005
Oman,55,+3,,,17,38,,11,20200323000005
Georgia,54,+5,,,1,53,1,14,20200323000005
Trinidad and Tobago,50,+1,,,,50,,36,20200323000005
Réunion,47,,,,1,46,,52,20200323000005
Uzbekistan,43,+2,,,,43,,1,20200323000005
Afghanistan,40,+16,1,+1,1,38,,1,20200323000005
Cameroon,40,,,,2,38,,2,20200323000005
Martinique,37,,1,,,36,7,99,20200323000005
Liechtenstein,37,,,,,37,,970,20200323000005
Cuba,35,+14,1,,,34,,3,20200323000005
Channel Islands,32,,,,,32,,184,20200323000005
DRC,30,+7,1,,,29,,0.3,20200323000005
Nigeria,30,+8,,,2,28,,0.1,20200323000005
Mauritius,28,+14,2,+1,,26,1,22,20200323000005
Bangladesh,27,+3,2,,3,22,,0.2,20200323000005
Guam,27,+12,1,+1,,26,,160,20200323000005
Honduras,26,+2,,,,26,,3,20200323000005
Bolivia,24,+5,,,,24,,2,20200323000005
Ghana,23,+2,1,,,22,,0.7,20200323000005
Puerto Rico,23,+2,1,,,22,,8,20200323000005
Monaco,23,+5,,,1,22,,586,20200323000005
Paraguay,22,,1,,,21,1,3,20200323000005
Macao,22,+3,,,10,12,,34,20200323000005
Montenegro,21,+5,,,,21,,33,20200323000005
Guatemala,19,+2,1,,,18,,1,20200323000005
Jamaica,19,,1,,2,16,,6,20200323000005
Rwanda,19,+2,,,,19,,1,20200323000005
Guyana,18,,1,,,17,,23,20200323000005
French Guiana,18,,,,,18,,60,20200323000005
Togo,16,,,,,16,,2,20200323000005
French Polynesia,15,,,,,15,,53,20200323000005
Gibraltar,15,+5,,,2,13,,445,20200323000005
Kenya,15,+8,,,,15,,0.3,20200323000005
Barbados,14,,,,,14,,49,20200323000005
Ivory Coast,14,,,,1,13,,0.5,20200323000005
Kyrgyzstan,14,,,,,14,,2,20200323000005
Maldives,13,,,,3,10,,24,20200323000005
Tanzania,12,+6,,,,12,,0.2,20200323000005
Ethiopia,11,+2,,,,11,,0.10,20200323000005
Mayotte,11,,,,,11,,40,20200323000005
Mongolia,10,,,,,10,,3,20200323000005
Aruba,9,+4,,,1,8,,84,20200323000005
Seychelles,7,,,,,7,,71,20200323000005
Equatorial Guinea,6,,,,,6,,4,20200323000005
U.S. Virgin Islands,6,,,,,6,,57,20200323000005
Gabon,5,,1,,,4,,2,20200323000005
Isle of Man,5,+3,,,,5,,59,20200323000005
Saint Martin,5,,,,,5,,129,20200323000005
Suriname,5,,,,,5,,9,20200323000005
Bahamas,4,,,,,4,,10,20200323000005
Greenland,4,+2,,,,4,,70,20200323000005
New Caledonia,4,,,,,4,,14,20200323000005
Eswatini,4,+3,,,,4,,3,20200323000005
Cayman Islands,3,,1,,,2,,46,20200323000005
Curaçao,3,,1,,,2,,18,20200323000005
Cabo Verde,3,,,,,3,,5,20200323000005
CAR,3,,,,,3,,0.6,20200323000005
Congo,3,,,,,3,,0.5,20200323000005
El Salvador,3,,,,,3,,0.5,20200323000005
Liberia,3,,,,,3,,0.6,20200323000005
Madagascar,3,,,,,3,,0.1,20200323000005
Namibia,3,,,,,3,,1,20200323000005
St. Barth,3,,,,,3,,304,20200323000005
Zambia,3,+1,,,,3,,0.2,20200323000005
Zimbabwe,3,,,,,3,,0.2,20200323000005
Sudan,2,,1,,,1,,0.05,20200323000005
Angola,2,,,,,2,,0.06,20200323000005
Benin,2,,,,,2,,0.2,20200323000005
Bermuda,2,,,,,2,,32,20200323000005
Bhutan,2,,,,,2,,3,20200323000005
Fiji,2,,,,,2,,2,20200323000005
Guinea,2,,,,,2,,0.2,20200323000005
Haiti,2,,,,,2,,0.2,20200323000005
Mauritania,2,,,,,2,,0.4,20200323000005
Nicaragua,2,,,,,2,,0.3,20200323000005
Niger,2,+1,,,,2,,0.08,20200323000005
Saint Lucia,2,,,,,2,,11,20200323000005
Nepal,1,,,,1,0,,0.03,20200323000005
Antigua and Barbuda,1,,,,,1,,10,20200323000005
Chad,1,,,,,1,,0.06,20200323000005
Djibouti,1,,,,,1,,1,20200323000005
Dominica,1,+1,,,,1,,14,20200323000005
Eritrea,1,,,,,1,,0.3,20200323000005
Gambia,1,,,,,1,,0.4,20200323000005
Grenada,1,+1,,,,1,,9,20200323000005
Vatican City,1,,,,,1,,"1,248",20200323000005
Montserrat,1,,,,,1,,200,20200323000005
Mozambique,1,+1,,,,1,,0.03,20200323000005
Papua New Guinea,1,,,,,1,,0.1,20200323000005
St. Vincent Grenadines,1,,,,,1,,9,20200323000005
Sint Maarten,1,,,,,1,,23,20200323000005
Somalia,1,,,,,1,,0.06,20200323000005
Syria,1,+1,,,,1,,0.06,20200323000005
Timor-Leste,1,,,,,1,,0.8,20200323000005
Uganda,1,,,,,1,,0.02,20200323000005
Total:,"336,068","31,032","14,613","1,600","97,636","223,819","10,640",43.1,20200323000005
