"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,timestamp
Macao,10,,,,10,0,,,20200312000233
Latvia,10,+2,,,1,9,,5.3,20200312000233
Slovakia,10,+3,,,,10,,1.8,20200312000233
Belarus,9,,,,3,6,,1.0,20200312000233
Colombia,9,+6,,,,9,,0.2,20200312000233
Panama,8,+7,1,+1,,7,,1.9,20200312000233
Mexico,8,+1,,,4,4,1,0.1,20200312000233
Maldives,8,+2,,,,8,,,20200312000233
Bulgaria,7,+1,1,+1,,6,,1.0,20200312000233
Afghanistan,7,+2,,,,7,,0.2,20200312000233
Luxembourg,7,,,,,7,,,20200312000233
North Macedonia,7,,,,,7,,3.4,20200312000233
Tunisia,7,+1,,,,7,1,0.6,20200312000233
Bosnia and Herzegovina,7,,,,,7,,2.1,20200312000233
Morocco,6,+3,1,,,5,1,0.2,20200312000233
Cyprus,6,+4,,,,6,,5.0,20200312000233
Malta,6,+1,,,,6,,,20200312000233
Dominican Republic,5,,,,,5,,0.5,20200312000233
New Zealand,5,,,,,5,,1.0,20200312000233
French Guiana,5,,,,,5,,,20200312000233
Paraguay,5,+3,,,,5,1,0.7,20200312000233
Senegal,4,,,,1,3,,0.2,20200312000233
Cambodia,3,,,,1,2,,0.2,20200312000233
Lithuania,3,,,,,3,,1.1,20200312000233
Bangladesh,3,,,,,3,,,20200312000233
Martinique,3,,,,,3,,,20200312000233
Moldova,3,,,,,3,,0.7,20200312000233
Nigeria,2,,,,,2,,,20200312000233
Sri Lanka,2,+1,,,1,1,,0.1,20200312000233
Bolivia,2,,,,,2,,0.2,20200312000233
Burkina Faso,2,,,,,2,,0.1,20200312000233
Cameroon,2,,,,,2,,0.1,20200312000233
Channel Islands,2,,,,,2,,,20200312000233
Faeroe Islands,2,,,,,2,,,20200312000233
Honduras,2,+2,,,,2,,0.2,20200312000233
Jamaica,2,+1,,,,2,,0.7,20200312000233
Saint Martin,2,,,,,2,,,20200312000233
Andorra,1,,,,,1,,,20200312000233
Armenia,1,,,,,1,,0.3,20200312000233
Jordan,1,,,,,1,,0.1,20200312000233
Monaco,1,,,,,1,,,20200312000233
Nepal,1,,,,1,0,,,20200312000233
Ukraine,1,,,,,1,,,20200312000233
Bhutan,1,,,,,1,,,20200312000233
Ivory Coast,1,+1,,,,1,,,20200312000233
DRC,1,,,,,1,,,20200312000233
Gibraltar,1,,,,1,0,,,20200312000233
Vatican City,1,,,,,1,,,20200312000233
Liechtenstein,1,,,,,1,,,20200312000233
Mongolia,1,,,,,1,,0.3,20200312000233
Réunion,1,+1,,,,1,,,20200312000233
St. Barth,1,,,,,1,,,20200312000233
Togo,1,,,,,1,,0.1,20200312000233
Turkey,1,,,,,1,,,20200312000233
Total:,"126,061","7,113","4,616",320,"67,057","54,388","5,944",16.2,20200312000233
