0,1,2,3,4,5,6,7,8,9,10,11,date,sitrep
"Gibraltar 
1 
0 
0 
0 
Under investigation 
8",,,,,,,,,,,,20200312,52
"Guernsey 
1 
0 
0 
0 
Imported cases only 
2",,,,,,,,,,,,20200312,52
South-East Asia Region,,,,,,,,,,,,20200312,52
India,73,13,0,0,Local transmission,0,,,,,,20200312,52
Thailand,70,11,1,0,Local transmission,0,,,,,,20200312,52
Indonesia,34,7,1,0,Local transmission,0,,,,,,20200312,52
Maldives,8,0,0,0,Local transmission,1,,,,,,20200312,52
Bangladesh,3,0,0,0,Local transmission,3,,,,,,20200312,52
Sri Lanka,2,1,0,0,Imported cases only,0,,,,,,20200312,52
Bhutan,1,0,0,0,Imported cases only,6,,,,,,20200312,52
Nepal,1,0,0,0,Imported cases only,48,,,,,,20200312,52
Eastern Mediterranean Region,,,,,,,,,,,,20200312,52
"Iran (Islamic Republic 
of)",9000,958,354,63,Local transmission,0,,,,,,20200312,52
Qatar,262,238,0,0,Local transmission,0,,,,,,20200312,52
Bahrain,189,79,0,0,Local transmission,0,,,,,,20200312,52
Kuwait,80,11,0,0,Local transmission,0,,,,,,20200312,52
United Arab Emirates,74,0,0,0,Local transmission,1,,,,,,20200312,52
Iraq,70,9,7,1,Local transmission,0,,,,,,20200312,52
Egypt,67,8,1,0,Local transmission,0,,,,,,20200312,52
Lebanon,66,25,3,2,Local transmission,0,,,,,,20200312,52
Saudi Arabia,21,1,0,0,Local transmission,0,,,,,,20200312,52
Pakistan,19,3,0,0,Imported cases only,0,,,,,,20200312,52
Oman,18,0,0,0,Imported cases only,2,,,,,,20200312,52
Afghanistan,7,3,0,0,Imported cases only,0,,,,,,20200312,52
Tunisia,6,0,0,0,Local transmission,1,,,,,,20200312,52
Morocco,5,2,1,0,Local transmission,0,,,,,,20200312,52
Jordan,1,0,0,0,Imported cases only,9,,,,,,20200312,52
Territories**,,,,,,,,,,,,20200312,52
"occupied Palestinian 
territory 
30 
0 
0 
0 
Local transmission 
1",,,,,,,,,,,,20200312,52
Region of the Americas,,,,,,,,,,,,20200312,52
"United States of 
America 
987 
291 
29 
4 
Local transmission 
0",,,,,,,,,,,,20200312,52
Canada,93,0,1,0,Local transmission,1,,,,,,20200312,52
Brazil,52,18,0,0,Local transmission,0,,,,,,20200312,52
Chile,23,6,0,0,Local transmission,0,,,,,,20200312,52
Argentina,19,2,1,0,Imported cases only,0,,,,,,20200312,52
Ecuador,17,2,0,0,Local transmission,0,,,,,,20200312,52
Peru,17,6,0,0,Local transmission,0,,,,,,20200312,52
Costa Rica,13,0,0,0,Local transmission,1,,,,,,20200312,52
Mexico,11,4,0,0,Imported cases only,0,,,,,,20200312,52
Panama,10,2,1,0,Local transmission,0,,,,,,20200312,52
Colombia,9,6,0,0,Imported cases only,0,,,,,,20200312,52
Dominican Republic,5,0,0,0,Imported cases only,2,,,,,,20200312,52
Paraguay,5,0,0,0,Local transmission,1,,,,,,20200312,52
"Bolivia (Plurinational 
State of)",2,0,0,0,Imported cases only,1,,,,,,20200312,52
Honduras,2,2,0,0,Imported cases only,0,,,,,,20200312,52
Jamaica,1,0,0,0,Imported cases only,1,,,,,,20200312,52
Territories**,,,,,,,,,,,,20200312,52
French Guiana,5,0,0,0,Imported cases only,4,,,,,,20200312,52
Martinique,3,0,0,0,Imported cases only,1,,,,,,20200312,52
Saint Martin,2,0,0,0,Under investigation,9,,,,,,20200312,52
Saint Barthelemy,1,0,0,0,Under investigation,9,,,,,,20200312,52
African Region,,,,,,,,,,,,20200312,52
Algeria,25,5,1,1,Local transmission,0,,,,,,20200312,52
South Africa,13,6,0,0,Imported cases only,0,,,,,,20200312,52
Senegal,4,0,0,0,Imported cases only,7,,,,,,20200312,52
Burkina Faso,2,0,0,0,Imported cases only,1,,,,,,20200312,52
Cameroon,2,0,0,0,Local transmission,5,,,,,,20200312,52
Nigeria,2,0,0,0,Imported cases only,3,,,,,,20200312,52
Côte d’Ivoire,1,1,0,0,Imported cases only,0,,,,,,20200312,52
"Democratic Republic 
of the Congo",1,0,0,0,Imported cases only,1,,,,,,20200312,52
Togo,1,0,0,0,Imported cases only,5,,,,,,20200312,52
"Subtotal for all 
regions",43583,6915,1433,310,,,,,,,,20200312,52
"International 
conveyance 
(Diamond Princess)",696,0,7,0,Local transmission,4,,,,,,20200312,52
Grand total,44279,6915,1440,310,,,,,,,,20200312,52
,,,,,,,,,,,,20200312,52
,,,,,,,,,,,,20200312,52
,,,,,,,,,,,,20200312,52
